verb,uri,controller,method,api_line,authorization,how,menu_id,menu,confidence
GET,"/feedback/{id}",feedback\feedbackController,getFeedback,812,AUTH-ONLY,"no role check found",,"",0
PUT,"/feedback/{id}",feedback\feedbackController,updateFeedback,816,AUTH-ONLY,"no role check found",,"",0
GET,"/pending-feedback",feedback\feedbackController,getPendingFeedback,814,AUTH-ONLY,"no role check found",,"",0
POST,"bulk-task/import",front_desk\BulkTaskController,import,1007,AUTH-ONLY,"token required, no role check",18,"Task Assignment & Progress",1
DELETE,"/interview-panel/delete/{id}",interview_panel\talent_interviewpanelController,destroy,808,AUTH-ONLY,"no role check found",,"",0
GET,"/interview-panel/list",interview_panel\talent_interviewpanelController,getInterviewPanel,809,AUTH-ONLY,"no role check found",86,"Assessment List",1
POST,"/interview-panel/store",interview_panel\talent_interviewpanelController,storeinterviewer,806,AUTH-ONLY,"no role check found",,"",0
PUT,"/interview-panel/update/{id}",interview_panel\talent_interviewpanelController,update,807,AUTH-ONLY,"no role check found",,"",0
GET,"/interview-panel/users",interview_panel\talent_interviewpanelController,getInterviewers,805,AUTH-ONLY,"no role check found",,"",0
POST,"skill_library/competency",libraries\skillLibraryController,competencyLibraryStore,782,AUTH-ONLY,"no role check found",41,"Skill Taxonomy",3
GET,"skill_library/competency-export",libraries\skillLibraryController,competencyLibraryExport,776,AUTH-ONLY,"no role check found",41,"Skill Taxonomy",3
POST,"skill_library/competency-import",libraries\skillLibraryController,competencyLibraryImport,777,AUTH-ONLY,"no role check found",41,"Skill Taxonomy",3
GET,"skill_library/competency-list",libraries\skillLibraryController,competencyLibraryIndex,775,AUTH-ONLY,"no role check found",41,"Skill Taxonomy",3
GET,"skill_library/competency/{id}",libraries\skillLibraryController,competencyLibraryShow,781,AUTH-ONLY,"no role check found",41,"Skill Taxonomy",3
PUT,"skill_library/competency/{id}",libraries\skillLibraryController,competencyLibraryUpdate,783,AUTH-ONLY,"no role check found",41,"Skill Taxonomy",3
DELETE,"skill_library/competency/{id}",libraries\skillLibraryController,competencyLibraryDestroy,784,AUTH-ONLY,"no role check found",41,"Skill Taxonomy",3
PUT,"skill_library/competency/{id}/archive",libraries\skillLibraryController,competencyLibraryArchive,780,AUTH-ONLY,"no role check found",41,"Skill Taxonomy",3
POST,"skill_library/competency/{id}/clone",libraries\skillLibraryController,competencyLibraryClone,779,AUTH-ONLY,"no role check found",41,"Skill Taxonomy",3
GET,"skill_library/competency/{id}/detail",libraries\skillLibraryController,competencyLibraryDetail,778,AUTH-ONLY,"no role check found",41,"Skill Taxonomy",3
GET,"/available_courses",lms_course_enroll\LmsCourseEnrollController,available,608,AUTH-ONLY,"no role check found",,"",0
GET,"/enroll",lms_course_enroll\LmsCourseEnrollController,index,606,AUTH-ONLY,"no role check found",,"",0
PUT,"/enroll/{id}",lms_course_enroll\LmsCourseEnrollController,update,757,AUTH-ONLY,"no role check found",,"",0
DELETE,"/enroll/{id}",lms_course_enroll\LmsCourseEnrollController,destroy,758,AUTH-ONLY,"no role check found",,"",0
GET,"/enrolled_courses",lms_course_enroll\LmsCourseEnrollController,index,607,AUTH-ONLY,"no role check found",,"",0
POST,"/send-otp",signupOtpController,sendOtp,171,AUTH-ONLY,"no role check found",27,"Send SMS to User",1
POST,"/verify-otp",signupOtpController,verifyOtp,172,AUTH-ONLY,"no role check found",,"",0
POST,"/school-setup",signup_api\SchoolSetupController,store,963,AUTH-ONLY,"no role check found",7,"Organization Setup",1
GET,"/user-signup/{id}",signup_api\UserSignupController,show,967,AUTH-ONLY,"token required, no role check",8,"User Management",1
DELETE,"/user-signup/{id}",signup_api\UserSignupController,destroy,969,AUTH-ONLY,"token required, no role check",8,"User Management",1
GET,"/interviewers",talent\InterviewController,getInterviewers,802,AUTH-ONLY,"no role check found",,"",0
POST,"/interviews/{id}/decision",talent\InterviewController,recordDecision,817,AUTH-ONLY,"no role check found",,"",0
GET,"/positions",talent\InterviewController,getPositions,801,AUTH-ONLY,"no role check found",,"",0
GET,"offers",talent\TalentOfferController,index,198,AUTH-ONLY,"no role check found",,"",0
POST,"talent-offers",talent\TalentOfferController,store,199,AUTH-ONLY,"no role check found",3,"Talent Management",1
POST,"talent-offers/{id}/reject",talent\TalentOfferController,reject,200,AUTH-ONLY,"no role check found",3,"Talent Management",1
GET,"/candidate-pipeline",talent\talent_interviewschedulescontroller,candidatepipeline,187,AUTH-ONLY,"no role check found",,"",0
GET,"/interview-details",talent\talent_interviewschedulescontroller,index,815,AUTH-ONLY,"no role check found",,"",0
PUT,"/interview-schedules",talent\talent_interviewschedulescontroller,customUpdate,222,AUTH-ONLY,"no role check found",,"",0
GET,"job-applications/candidate/{candidate_id}",talent\talent_jobapplicationcontroller,getCandidateApplications,224,AUTH-ONLY,"no role check found",,"",0
GET,"job-applications/shortlisted",talent\talent_jobapplicationcontroller,getShortlistedCandidates,189,AUTH-ONLY,"no role check found",,"",0
POST,"job-applications/{id}/status",talent\talent_jobapplicationcontroller,updateStatus,223,AUTH-ONLY,"no role check found",217,"Status Management",1
GET,"/talent/team-overview",talent\talent_jobpostingcontroller,getHiringStatus,193,AUTH-ONLY,"no role check found",3,"Talent Management",1
POST,"talent-screening-results",talent\talent_screening_results_controller,store,195,AUTH-ONLY,"no role check found",3,"Talent Management",1
GET,"talent-screening-results/candidate/{candidate_id}",talent\talent_screening_results_controller,show,196,AUTH-ONLY,"no role check found",3,"Talent Management",1
GET,"/user-skills/{user_id}",user\UserSkillController,getUserSkills,956,AUTH-ONLY,"no role check found",17,"Search Employees by Skills",1
POST,"/update-fcm-token",user\tbluserController,updateFcmToken,971,AUTH-ONLY,"token required, no role check",,"",0
GET,"/get-employee-tasks",AJAXController,getUsersMappings,803,ROLE-GATED,"in-controller profile check",21,"Suggestion for employee",1
POST,"/lms/ai/outline",Api\AiCourseController,generateOutline,751,ROLE-GATED,"in-controller profile check",,"",0
POST,"/lms/ai/outlines/{id}/publish",Api\AiCourseController,publish,753,ROLE-GATED,"in-controller profile check",,"",0
POST,"/lms/ai/presentation",Api\AiCourseController,generatePresentation,754,ROLE-GATED,"in-controller profile check",,"",0
POST,"/auth/google",Api\GoogleAuthController,login,1018,ROLE-GATED,"in-controller profile check",,"",0
POST,"/lms/assessments",Api\LmsAssessmentController,store,684,ROLE-GATED,"in-controller profile check",155,"Assessments",1
PUT,"/lms/assessments/{id}",Api\LmsAssessmentController,update,685,ROLE-GATED,"in-controller profile check",155,"Assessments",1
DELETE,"/lms/assessments/{id}",Api\LmsAssessmentController,destroy,686,ROLE-GATED,"in-controller profile check",155,"Assessments",1
GET,"/lms/governance/audit-logs",Api\LmsGovernanceController,auditLogs,643,ROLE-GATED,"in-controller profile check",221,"Audit Log",2
GET,"/lms/governance/kpis",Api\LmsGovernanceController,kpis,641,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
GET,"/lms/governance/permissions",Api\LmsGovernanceController,permissions,657,ROLE-GATED,"in-controller profile check",23,"Role & Permissions",1
POST,"/lms/governance/permissions",Api\LmsGovernanceController,savePermissions,658,ROLE-GATED,"in-controller profile check",23,"Role & Permissions",1
GET,"/lms/governance/roles",Api\LmsGovernanceController,roles,652,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
POST,"/lms/governance/roles",Api\LmsGovernanceController,storeRole,653,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
PUT,"/lms/governance/roles/{id}",Api\LmsGovernanceController,updateRole,654,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
DELETE,"/lms/governance/roles/{id}",Api\LmsGovernanceController,destroyRole,655,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
GET,"/lms/governance/users",Api\LmsGovernanceController,users,645,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
POST,"/lms/governance/users",Api\LmsGovernanceController,storeUser,646,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
POST,"/lms/governance/users/import",Api\LmsGovernanceController,importUsers,648,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
PUT,"/lms/governance/users/{id}",Api\LmsGovernanceController,updateUser,649,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
DELETE,"/lms/governance/users/{id}",Api\LmsGovernanceController,destroyUser,650,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
GET,"/lms/learning/certificates",Api\LmsLearningController,certificates,718,ROLE-GATED,"in-controller profile check",74,"Learning",1
GET,"/lms/learning/certificates/{id}/download",Api\LmsLearningController,downloadCertificate,724,ROLE-GATED,"in-controller profile check",74,"Learning",1
POST,"/lms/learning/certificates/{id}/reissue",Api\LmsLearningController,reissueCertificate,725,ROLE-GATED,"in-controller profile check",74,"Learning",1
POST,"/lms/learning/chapters",Api\LmsLearningController,storeChapter,712,ROLE-GATED,"in-controller profile check",74,"Learning",1
PUT,"/lms/learning/chapters/{id}",Api\LmsLearningController,updateChapter,713,ROLE-GATED,"in-controller profile check",74,"Learning",1
DELETE,"/lms/learning/chapters/{id}",Api\LmsLearningController,destroyChapter,714,ROLE-GATED,"in-controller profile check",74,"Learning",1
POST,"/lms/learning/content",Api\LmsLearningController,storeContent,715,ROLE-GATED,"in-controller profile check",74,"Learning",1
PUT,"/lms/learning/content/{id}",Api\LmsLearningController,updateContent,716,ROLE-GATED,"in-controller profile check",74,"Learning",1
DELETE,"/lms/learning/content/{id}",Api\LmsLearningController,destroyContent,717,ROLE-GATED,"in-controller profile check",74,"Learning",1
POST,"/lms/governance/integrations",Api\LmsPartnerController,storeIntegration,671,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
PUT,"/lms/governance/integrations/{id}",Api\LmsPartnerController,updateIntegration,672,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
DELETE,"/lms/governance/integrations/{id}",Api\LmsPartnerController,destroyIntegration,673,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
POST,"/lms/governance/trainers",Api\LmsPartnerController,storeTrainer,661,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
PUT,"/lms/governance/trainers/{id}",Api\LmsPartnerController,updateTrainer,662,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
DELETE,"/lms/governance/trainers/{id}",Api\LmsPartnerController,destroyTrainer,663,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
POST,"/lms/governance/vendors",Api\LmsPartnerController,storeVendor,666,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
PUT,"/lms/governance/vendors/{id}",Api\LmsPartnerController,updateVendor,667,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
DELETE,"/lms/governance/vendors/{id}",Api\LmsPartnerController,destroyVendor,668,ROLE-GATED,"in-controller profile check",85,"Administration & Governance",1
POST,"/lms/sessions",Api\LmsSessionController,store,743,ROLE-GATED,"in-controller profile check",82,"Sessions & Calendar",1
GET,"/lms/sessions/deadlines",Api\LmsSessionController,deadlines,741,ROLE-GATED,"in-controller profile check",82,"Sessions & Calendar",1
PUT,"/lms/sessions/{id}",Api\LmsSessionController,update,747,ROLE-GATED,"in-controller profile check",82,"Sessions & Calendar",1
DELETE,"/lms/sessions/{id}",Api\LmsSessionController,destroy,748,ROLE-GATED,"in-controller profile check",82,"Sessions & Calendar",1
POST,"/lms/sessions/{id}/register",Api\LmsSessionController,register,745,ROLE-GATED,"in-controller profile check",82,"Sessions & Calendar",1
DELETE,"/lms/sessions/{id}/register",Api\LmsSessionController,cancelRegistration,746,ROLE-GATED,"in-controller profile check",82,"Sessions & Calendar",1
POST,"/competency/employee-profiles/{id}/evidence",Competency\EmployeeCompetencyProfileController,storeEvidence,355,ROLE-GATED,"profile middleware",156,"Employee Profiles",3
DELETE,"/competency/employee-profiles/{id}/evidence/{evidenceId}",Competency\EmployeeCompetencyProfileController,deleteEvidence,356,ROLE-GATED,"profile middleware",156,"Employee Profiles",3
PUT,"/competency/employee-profiles/{id}/notes",Competency\EmployeeCompetencyProfileController,saveNotes,351,ROLE-GATED,"profile middleware",156,"Employee Profiles",3
POST,"/competency/employee-profiles/{id}/skills",Competency\EmployeeCompetencyProfileController,addSkill,347,ROLE-GATED,"profile middleware",156,"Employee Profiles",3
PUT,"/competency/employee-profiles/{id}/skills/{matrixId}",Competency\EmployeeCompetencyProfileController,updateSkill,348,ROLE-GATED,"profile middleware",156,"Employee Profiles",3
POST,"designation_leave",HRMS\HrmsController,store,226,UNKNOWN,"method not found",94,"Leave management",1
POST,"/performance/cycles",Performance\PerformanceCycleController,store,1046,ROLE-GATED,"profile middleware",49,"Performance Reviews & Appraisals",1
PUT,"/performance/cycles/{id}",Performance\PerformanceCycleController,update,1048,ROLE-GATED,"profile middleware",49,"Performance Reviews & Appraisals",1
DELETE,"/performance/cycles/{id}",Performance\PerformanceCycleController,destroy,1051,ROLE-GATED,"profile middleware",49,"Performance Reviews & Appraisals",1
POST,"/performance/cycles/{id}/close",Performance\PerformanceCycleController,close,1050,ROLE-GATED,"profile middleware",49,"Performance Reviews & Appraisals",1
POST,"/performance/cycles/{id}/launch",Performance\PerformanceCycleController,launch,1049,ROLE-GATED,"profile middleware",49,"Performance Reviews & Appraisals",1
POST,"/performance/reviews/bulk",Performance\PerformanceReviewController,bulk,1056,ROLE-GATED,"profile middleware",49,"Performance Reviews & Appraisals",2
DELETE,"/performance/reviews/{id}",Performance\PerformanceReviewController,destroy,1062,ROLE-GATED,"profile middleware",49,"Performance Reviews & Appraisals",2
POST,"/performance/reviews/{id}/advance",Performance\PerformanceReviewController,advance,1060,ROLE-GATED,"profile middleware",49,"Performance Reviews & Appraisals",2
POST,"/talent/mobility/internal-jobs",Talent\InternalJobController,store,1177,ROLE-GATED,"profile middleware",52,"Mobility & Succession",2
PUT,"/talent/mobility/internal-jobs/{id}",Talent\InternalJobController,update,1179,ROLE-GATED,"profile middleware",52,"Mobility & Succession",2
DELETE,"/talent/mobility/internal-jobs/{id}",Talent\InternalJobController,destroy,1180,ROLE-GATED,"profile middleware",52,"Mobility & Succession",2
PUT,"/talent/mobility/requests/{id}/decision",Talent\MobilityRequestController,decision,1186,ROLE-GATED,"profile middleware",52,"Mobility & Succession",2
PUT,"/talent/succession/candidates/{id}",Talent\SuccessionPlanController,updateCandidate,1196,ROLE-GATED,"profile middleware",52,"Mobility & Succession",2
DELETE,"/talent/succession/candidates/{id}",Talent\SuccessionPlanController,destroyCandidate,1197,ROLE-GATED,"profile middleware",52,"Mobility & Succession",2
POST,"/talent/succession/plans",Talent\SuccessionPlanController,store,1191,ROLE-GATED,"profile middleware",52,"Mobility & Succession",2
PUT,"/talent/succession/plans/{id}",Talent\SuccessionPlanController,update,1193,ROLE-GATED,"profile middleware",52,"Mobility & Succession",2
DELETE,"/talent/succession/plans/{id}",Talent\SuccessionPlanController,destroy,1194,ROLE-GATED,"profile middleware",52,"Mobility & Succession",2
POST,"/talent/succession/plans/{id}/candidates",Talent\SuccessionPlanController,storeCandidate,1195,ROLE-GATED,"profile middleware",52,"Mobility & Succession",2
GET,"/audit-logs",TaskManagement\AuditLogController,index,899,ROLE-GATED,"task.permission middleware",221,"Audit Log",2
GET,"/audit-logs/export",TaskManagement\AuditLogController,export,900,ROLE-GATED,"task.permission middleware",221,"Audit Log",2
POST,"/assignment-capacity",TaskManagement\CapacityController,check,880,ROLE-GATED,"task.permission middleware",18,"Task Assignment & Progress",1
PATCH,"/deadline-extensions/{id}/decision",TaskManagement\DeadlineExtensionController,decide,930,ROLE-GATED,"task.permission middleware",,"",0
POST,"/dependencies",TaskManagement\DependencyController,store,933,ROLE-GATED,"task.permission middleware",213,"Dependencies & Workstreams",1
PUT,"/dependencies/{id}",TaskManagement\DependencyController,update,934,ROLE-GATED,"task.permission middleware",213,"Dependencies & Workstreams",1
DELETE,"/dependencies/{id}",TaskManagement\DependencyController,destroy,935,ROLE-GATED,"task.permission middleware",213,"Dependencies & Workstreams",1
POST,"/milestones",TaskManagement\DependencyController,storeMilestone,936,ROLE-GATED,"task.permission middleware",,"",0
PUT,"/milestones/{id}",TaskManagement\DependencyController,updateMilestone,937,ROLE-GATED,"task.permission middleware",,"",0
DELETE,"/milestones/{id}",TaskManagement\DependencyController,destroyMilestone,938,ROLE-GATED,"task.permission middleware",,"",0
POST,"/legacy-tasks/idempotent",TaskManagement\IdempotentTaskController,store,882,ROLE-GATED,"task.permission middleware",211,"My Tasks",1
POST,"/legacy-tasks",TaskManagement\LegacyTaskController,store,881,ROLE-GATED,"task.permission middleware",211,"My Tasks",1
PUT,"/legacy-tasks/{id}",TaskManagement\LegacyTaskController,update,883,ROLE-GATED,"task.permission middleware",211,"My Tasks",1
DELETE,"/legacy-tasks/{id}",TaskManagement\LegacyTaskController,destroy,885,ROLE-GATED,"task.permission middleware",211,"My Tasks",1
PATCH,"/my-tasks/{id}/status",TaskManagement\MyTasksController,updateStatus,941,ROLE-GATED,"task.permission middleware",211,"My Tasks",1
PATCH,"/notifications/read-all",TaskManagement\NotificationController,markAllRead,887,ROLE-GATED,"task.permission middleware",,"",0
PATCH,"/notifications/{id}/read",TaskManagement\NotificationController,markRead,888,ROLE-GATED,"task.permission middleware",,"",0
POST,"/projects",TaskManagement\ProjectController,store,944,ROLE-GATED,"task.permission middleware",212,"Projects & Workstreams",1
PUT,"/projects/{id}",TaskManagement\ProjectController,update,946,ROLE-GATED,"task.permission middleware",212,"Projects & Workstreams",1
PATCH,"/projects/{id}/archive",TaskManagement\ProjectController,archive,947,ROLE-GATED,"task.permission middleware",212,"Projects & Workstreams",1
PUT,"/projects/{id}/members",TaskManagement\ProjectController,syncProjectMembers,948,ROLE-GATED,"task.permission middleware",212,"Projects & Workstreams",1
PUT,"/projects/{id}/tasks",TaskManagement\ProjectController,syncTasks,949,ROLE-GATED,"task.permission middleware",211,"My Tasks",1
POST,"/projects/{id}/tasks",TaskManagement\ProjectController,attachTask,951,ROLE-GATED,"task.permission middleware",211,"My Tasks",1
POST,"/projects/{id}/workstreams",TaskManagement\ProjectController,storeWorkstream,952,ROLE-GATED,"task.permission middleware",212,"Projects & Workstreams",2
PUT,"/projects/{projectId}/workstreams/{workstreamId}",TaskManagement\ProjectController,updateWorkstream,953,ROLE-GATED,"task.permission middleware",212,"Projects & Workstreams",2
DELETE,"/projects/{projectId}/workstreams/{workstreamId}",TaskManagement\ProjectController,destroyWorkstream,954,ROLE-GATED,"task.permission middleware",212,"Projects & Workstreams",2
GET,"/permissions",TaskManagement\SessionController,permissions,866,ROLE-GATED,"in-controller profile check",23,"Role & Permissions",1
GET,"/session",TaskManagement\SessionController,show,863,ROLE-GATED,"in-controller profile check",,"",0
DELETE,"/session",TaskManagement\SessionController,destroy,878,ROLE-GATED,"task.permission middleware",,"",0
POST,"/workspace/{id}/attachments",TaskManagement\TaskAttachmentVersionController,store,922,ROLE-GATED,"task.permission middleware",,"",0
POST,"/workspace/{id}/attachments/{version}/restore",TaskManagement\TaskAttachmentVersionController,restore,924,ROLE-GATED,"task.permission middleware",,"",0
POST,"/priorities",TaskManagement\TaskOptionController,storePriority,874,ROLE-GATED,"task.permission middleware",,"",0
PUT,"/priorities/{id}",TaskManagement\TaskOptionController,updatePriority,875,ROLE-GATED,"task.permission middleware",,"",0
DELETE,"/priorities/{id}",TaskManagement\TaskOptionController,destroyPriority,876,ROLE-GATED,"task.permission middleware",,"",0
POST,"/statuses",TaskManagement\TaskOptionController,storeStatus,870,ROLE-GATED,"task.permission middleware",,"",0
PUT,"/statuses/{id}",TaskManagement\TaskOptionController,updateStatus,871,ROLE-GATED,"task.permission middleware",,"",0
DELETE,"/statuses/{id}",TaskManagement\TaskOptionController,destroyStatus,872,ROLE-GATED,"task.permission middleware",,"",0
PUT,"/workspace/{id}/recurrence",TaskManagement\TaskRecurrenceController,upsert,917,ROLE-GATED,"task.permission middleware",,"",0
DELETE,"/workspace/{id}/recurrence",TaskManagement\TaskRecurrenceController,destroy,918,ROLE-GATED,"task.permission middleware",,"",0
PUT,"/workspace/{id}/schedule",TaskManagement\TaskScheduleController,update,920,ROLE-GATED,"task.permission middleware",,"",0
POST,"/workspace/{id}/subtasks",TaskManagement\TaskSubtaskController,store,913,ROLE-GATED,"task.permission middleware",,"",0
PATCH,"/workspace/{id}/subtasks/{subtask}",TaskManagement\TaskSubtaskController,toggle,914,ROLE-GATED,"task.permission middleware",,"",0
DELETE,"/workspace/{id}/subtasks/{subtask}",TaskManagement\TaskSubtaskController,destroy,915,ROLE-GATED,"task.permission middleware",,"",0
POST,"/templates",TaskManagement\TaskTemplateController,store,892,ROLE-GATED,"task.permission middleware",,"",0
DELETE,"/templates/{id}",TaskManagement\TaskTemplateController,destroy,893,ROLE-GATED,"task.permission middleware",,"",0
POST,"/workspace/{id}/time-entries/start",TaskManagement\TaskTimeTrackingController,start,910,ROLE-GATED,"task.permission middleware",,"",0
POST,"/workspace/{id}/time-entries/stop",TaskManagement\TaskTimeTrackingController,stop,911,ROLE-GATED,"task.permission middleware",,"",0
PUT,"/legacy-tasks/{id}/versioned",TaskManagement\VersionedLegacyTaskController,update,884,ROLE-GATED,"task.permission middleware",211,"My Tasks",1
PUT,"/workspace/{id}",TaskManagement\WorkspaceController,update,905,ROLE-GATED,"task.permission middleware",,"",0
DELETE,"/workspace/{id}",TaskManagement\WorkspaceController,destroy,906,ROLE-GATED,"task.permission middleware",,"",0
PATCH,"/workspace/{id}/approval",TaskManagement\WorkspaceController,approve,907,ROLE-GATED,"task.permission middleware",,"",0
POST,"/workspace/{id}/comments",TaskManagement\WorkspaceController,comment,908,ROLE-GATED,"task.permission middleware",,"",0
POST,"/bulk-tasks/import",front_desk\BulkTaskController,import,879,ROLE-GATED,"task.permission middleware",211,"My Tasks",1
POST,"task/resync-google-calendar",front_desk\taskController,resyncTaskToGoogleCalendar,1016,UNKNOWN,"method not found",214,"Task Calendar",2
POST,"/jobrole-skill/store",libraries\jobroleskillcontroller,storeSkill,211,UNKNOWN,"method not found",26,"Skill Gap Analysis",1
POST,"/jobrole-skill/store",libraries\jobroleskillcontroller,storeSkill,227,UNKNOWN,"method not found",26,"Skill Gap Analysis",1
POST,"/enroll",lms_course_enroll\LmsCourseEnrollController,store,756,ROLE-GATED,"in-controller profile check",,"",0
POST,"/user-signup",signup_api\UserSignupController,store,966,ROLE-GATED,"in-controller profile check",8,"User Management",1
PUT,"/user-signup/{id}",signup_api\UserSignupController,update,968,ROLE-GATED,"in-controller profile check",8,"User Management",1
GET,"talent-offer-letter/{offerId}",talent\TalentOfferController,getOfferLetter,201,UNKNOWN,"method not found",3,"Talent Management",1
GET,"talent-templates",talent\TalentOfferController,getTemplates,202,UNKNOWN,"method not found",3,"Talent Management",1
